審議回次,種類,提出回次,提出番号,件名,議案URL,議案要旨,提出法律案,議案審議情報一覧 - 提出日,議案審議情報一覧 - 衆議院から受領／提出日,議案審議情報一覧 - 衆議院へ送付／提出日,議案審議情報一覧 - 先議区分,議案審議情報一覧 - 継続区分,参議院委員会等経過情報 - 本付託日,参議院委員会等経過情報 - 付託委員会等,参議院委員会等経過情報 - 議決日,参議院委員会等経過情報 - 議決・継続結果,参議院本会議経過情報 - 議決日,参議院本会議経過情報 - 議決,参議院本会議経過情報 - 採決態様,参議院本会議経過情報 - 採決方法,参議院本会議経過情報 - 投票結果,衆議院委員会等経過情報 - 本付託日,衆議院委員会等経過情報 - 付託委員会等,衆議院委員会等経過情報 - 議決日,衆議院委員会等経過情報 - 議決・継続結果,衆議院本会議経過情報 - 議決日,衆議院本会議経過情報 - 議決,衆議院本会議経過情報 - 採決態様,衆議院本会議経過情報 - 採決方法,その他の情報 - 公布年月日,その他の情報 - 法律番号,成立法律
153,法律案（衆法）,153,3,聴覚障害者の利便の増進に資する字幕番組の提供の促進のための放送法及び有線テレビジョン放送法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153003.htm,,,2001-10-30,,,衆先議,,,,,,,,,,,,,,,2001-12-07,継続審査,,,,,
153,法律案（衆法）,153,4,金融機能の再生のための緊急措置に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153004.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/pdf/5515340.pdf,,2001-10-30,2001-11-30,,衆先議,,2001-12-03,財政金融委員会,2001-12-06,可決,2001-12-07,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/153/153-1207-v003.htm,2001-11-20,財務金融委員会,2001-11-30,可決,2001-11-30,可決,多数,起立,2001-12-14,155,
153,法律案（衆法）,153,5,平成十四年ワールドカップサッカー大会特別措置法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153005.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/pdf/5515350.pdf,,2001-11-07,2001-11-08,,衆先議,,2001-11-14,文教科学委員会,2001-11-20,可決,2001-11-21,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/153/153-1121-v001.htm,,,,,2001-11-08,可決,全会一致,異議の有無,2001-11-28,132,
153,法律案（衆法）,153,6,エネルギー政策基本法案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153006.htm,,,2001-11-08,,,衆先議,,,,,,,,,,,,,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,153,7,国会議員の秘書の給与等に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153007.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/pdf/5515370.pdf,,2001-11-09,2001-11-09,,衆先議,,2001-11-16,議院運営委員会,2001-11-21,可決,2001-11-21,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/153/153-1121-v009.htm,,,,,2001-11-09,可決,全会一致,異議の有無,2001-11-28,124,
153,法律案（衆法）,153,8,国会職員の育児休業等に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153008.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/pdf/5515380.pdf,,2001-11-09,2001-11-09,,衆先議,,2001-11-28,議院運営委員会,2001-11-30,可決,2001-11-30,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/153/153-1130-v010.htm,,,,,2001-11-09,可決,全会一致,異議の有無,2001-12-07,141,
153,法律案（衆法）,153,9,特殊法人の整理及び合理化に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153009.htm,,,2001-11-09,,,衆先議,,,,,,,,,,,,,,,,,,,,,
153,法律案（衆法）,153,10,雇用保険の財政の安定化及び求職者等に対する能力開発支援のための緊急措置に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153010.htm,,,2001-11-13,,,衆先議,,,,,,,,,,,2001-11-16,厚生労働委員会,2001-11-27,否決,2001-11-27,否決,少数,起立,,,
153,法律案（衆法）,153,11,一括交付金の交付等に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153011.htm,,,2001-11-13,,,衆先議,,,,,,,,,,,,,,,2001-12-07,継続審査,,,,,
153,法律案（衆法）,153,12,文化芸術振興基本法案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153012.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/pdf/55153120.pdf,,2001-11-16,2001-11-22,,衆先議,,2001-11-26,文教科学委員会,2001-11-29,可決,2001-11-30,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/153/153-1130-v002.htm,2001-11-19,文部科学委員会,2001-11-21,可決,2001-11-22,可決,多数,起立,2001-12-07,148,
153,法律案（衆法）,153,13,国際平和協力法案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153013.htm,,,2001-11-21,,,衆先議,,,,,,,,,,,2001-11-21,安全保障委員会,,,,,,,,,
153,法律案（衆法）,153,14,防衛庁設置法及び自衛隊法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153014.htm,,,2001-11-21,,,衆先議,,,,,,,,,,,2001-11-21,安全保障委員会,,,,,,,,,
153,法律案（衆法）,153,15,入札談合等関与行為の排除及び防止に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153015.htm,,,2001-11-22,,,衆先議,,,,,,,,,,,,,,,2001-12-07,継続審査,,,,,
153,法律案（衆法）,153,16,入札談合等関与行為の防止その他の入札及び契約の適正化等に資するための予算執行職員等の責任に関する法律等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153016.htm,,,2001-11-22,,,衆先議,,,,,,,,,,,,,,,2001-12-07,継続審査,,,,,
153,法律案（衆法）,153,17,私的独占の禁止及び公正取引の確保に関する法律等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153017.htm,,,2001-11-22,,,衆先議,,,,,,,,,,,,,,,2001-12-07,継続審査,,,,,
153,法律案（衆法）,153,18,子どもの読書活動の推進に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153018.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/pdf/55153180.pdf,,2001-11-26,2001-11-29,,衆先議,,2001-11-29,文教科学委員会,2001-12-04,可決,2001-12-05,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/153/153-1205-v003.htm,2001-11-27,文部科学委員会,2001-11-28,可決,2001-11-29,可決,多数,起立,2001-12-12,154,
153,法律案（衆法）,153,19,民間資金等の活用による公共施設等の整備等の促進に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153019.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/pdf/55153190.pdf,,2001-11-27,2001-11-27,,衆先議,,2001-11-28,国土交通委員会,2001-12-04,可決,2001-12-05,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/153/153-1205-v002.htm,,,,,2001-11-27,可決,多数,起立,2001-12-12,151,
153,法律案（衆法）,153,20,未成年者喫煙禁止法及び未成年者飲酒禁止法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153020.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/pdf/55153200.pdf,,2001-11-28,2001-11-29,,衆先議,,2001-11-29,内閣委員会,2001-12-04,可決,2001-12-05,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/153/153-1205-v001.htm,,,,,2001-11-29,可決,全会一致,異議の有無,2001-12-12,152,
153,法律案（衆法）,153,21,消防法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153021.htm,,,2001-11-28,,,衆先議,,,,,,,,,,,,,,,2001-12-07,継続審査,,,,,
153,法律案（衆法）,153,22,商業広告に係る電子メール通信の適正化に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153022.htm,,,2001-11-28,,,衆先議,,,,,,,,,,,,,,,2001-12-07,継続審査,,,,,
153,法律案（衆法）,153,23,航空法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153023.htm,,,2001-11-28,,,衆先議,,,,,,,,,,,,,,,2001-12-07,継続審査,,,,,
153,法律案（衆法）,153,24,民間の事業活動の規制の廃止等に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153024.htm,,,2001-11-29,,,衆先議,,,,,,,,,,,,,,,2001-12-07,継続審査,,,,,
153,法律案（衆法）,153,25,住民基本台帳法の一部を改正する法律の廃止等に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153025.htm,,,2001-12-03,,,衆先議,,,,,,,,,,,,,,,,,,,,,
153,法律案（衆法）,153,26,学校教育法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153026.htm,,,2001-12-04,,,衆先議,,,,,,,,,,,,,,,2001-12-07,継続審査,,,,,
153,法律案（衆法）,153,27,消費生活用製品に係る危険情報の提供を促進する等のための食品衛生法等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153027.htm,,,2001-12-04,,,衆先議,,,,,,,,,,,,,,,2001-12-07,継続審査,,,,,
153,法律案（衆法）,153,28,身体障害者補助犬法案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153028.htm,,,2001-12-05,,,衆先議,,,,,,,,,,,,,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,153,29,身体障害者補助犬の育成及びこれを使用する身体障害者の施設等の利用の円滑化のための障害者基本法等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305153029.htm,,,2001-12-05,,,衆先議,,,,,,,,,,,,,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,148,1,永住外国人に対する地方公共団体の議会の議員及び長の選挙権等の付与に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305148001.htm,,,2000-07-05,,,衆先議,衆継続,,,,,,,,,,2001-09-27,政治倫理の確立及び公職選挙法改正に関する特別委員会,2001-12-06,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,148,2,永住外国人に対する地方公共団体の議会の議員及び長の選挙権等の付与に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305148002.htm,,,2000-07-05,,,衆先議,衆継続,,,,,,,,,,2001-09-27,政治倫理の確立及び公職選挙法改正に関する特別委員会,2001-12-06,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,150,18,国立国会図書館法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305150018.htm,,,2000-11-20,,,衆先議,衆継続,,,,,,,,,,2001-09-27,議院運営委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,150,19,被災者生活再建支援法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305150019.htm,,,2000-11-20,,,衆先議,衆継続,,,,,,,,,,2001-09-27,災害対策特別委員会,2001-12-06,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,150,20,災害弔慰金の支給等に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305150020.htm,,,2000-11-20,,,衆先議,衆継続,,,,,,,,,,2001-09-27,災害対策特別委員会,2001-12-06,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,6,犯罪被害者基本法案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151006.htm,,,2001-03-13,,,衆先議,衆継続,,,,,,,,,,2001-09-27,内閣委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,13,医薬品副作用被害救済・研究振興調査機構法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151013.htm,,,2001-03-30,,,衆先議,衆継続,,,,,,,,,,2001-09-27,厚生労働委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,17,建築物における衛生的環境の確保に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151017.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/pdf/55151170.pdf,,2001-04-06,2001-12-04,,衆先議,衆継続,2001-12-04,厚生労働委員会,2001-12-06,可決,2001-12-07,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/153/153-1207-v002.htm,2001-09-27,厚生労働委員会,2001-11-30,可決,2001-12-04,可決,多数,起立,2001-12-14,156,
153,法律案（衆法）,151,20,農業経営再建特別措置法案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151020.htm,,,2001-04-12,,,衆先議,衆継続,,,,,,,,,,2001-09-27,農林水産委員会,2001-12-06,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,23,民法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151023.htm,,,2001-05-08,,,衆先議,衆継続,,,,,,,,,,2001-09-27,法務委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,25,公職選挙法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151025.htm,,,2001-05-18,,,衆先議,衆継続,,,,,,,,,,2001-09-27,政治倫理の確立及び公職選挙法改正に関する特別委員会,2001-12-06,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,31,商法及び株式会社の監査等に関する商法の特例に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151031.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/pdf/55151310.pdf,,2001-05-30,2001-11-29,,衆先議,衆継続,2001-12-03,法務委員会,2001-12-04,可決,2001-12-05,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/153/153-1205-v004.htm,2001-09-27,法務委員会,2001-11-28,修正,2001-11-29,修正,多数,起立,2001-12-12,149,
153,法律案（衆法）,151,32,商法及び株式会社の監査等に関する商法の特例に関する法律の一部を改正する法律の施行に伴う関係法律の整備に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151032.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/pdf/55151320.pdf,,2001-05-30,2001-11-29,,衆先議,衆継続,2001-12-03,法務委員会,2001-12-04,可決,2001-12-05,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/153/153-1205-v005.htm,2001-09-27,法務委員会,2001-11-28,修正,2001-11-29,修正,多数,起立,2001-12-12,150,
153,法律案（衆法）,151,33,証券取引委員会設置法案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151033.htm,,,2001-06-04,,,衆先議,衆継続,,,,,,,,,,2001-09-27,財務金融委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,36,公共事業基本法案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151036.htm,,,2001-06-05,,,衆先議,衆継続,,,,,,,,,,2001-09-27,国土交通委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,37,公共事業関係費の量的縮減に関する臨時措置法案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151037.htm,,,2001-06-05,,,衆先議,衆継続,,,,,,,,,,2001-09-27,国土交通委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,38,公共事業一括交付金法案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151038.htm,,,2001-06-05,,,衆先議,衆継続,,,,,,,,,,2001-09-27,国土交通委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,39,ダム事業の抜本的な見直し及び治水のための森林の整備の推進等のための緊急措置法案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151039.htm,,,2001-06-05,,,衆先議,衆継続,,,,,,,,,,2001-09-27,国土交通委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,40,国会法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151040.htm,,,2001-06-05,,,衆先議,衆継続,,,,,,,,,,2001-09-27,議院運営委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,41,育児休業、介護休業等育児又は家族介護を行う労働者の福祉に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151041.htm,,,2001-06-06,,,衆先議,衆継続,,,,,,,,,,2001-09-27,厚生労働委員会,,,,,,,,,
153,法律案（衆法）,151,42,児童福祉法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151042.htm,,,2001-06-06,,,衆先議,衆継続,,,,,,,,,,2001-09-27,厚生労働委員会,,,,,,,,,
153,法律案（衆法）,151,45,衆議院議員選挙区画定審議会設置法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151045.htm,,,2001-06-08,,,衆先議,衆継続,,,,,,,,,,2001-09-27,政治倫理の確立及び公職選挙法改正に関する特別委員会,2001-12-06,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,49,ホームレスの自立の支援等に関する臨時措置法案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151049.htm,,,2001-06-14,,,衆先議,衆継続,,,,,,,,,,2001-09-27,厚生労働委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,50,芸術文化振興基本法案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151050.htm,,,2001-06-14,,,衆先議,衆継続,,,,,,,,,,2001-09-27,文部科学委員会,,,,,,,,,
153,法律案（衆法）,151,53,少子化社会対策基本法案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151053.htm,,,2001-06-19,,,衆先議,衆継続,,,,,,,,,,2001-09-27,内閣委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,54,民法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151054.htm,,,2001-06-20,,,衆先議,衆継続,,,,,,,,,,2001-09-27,法務委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,55,医療法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151055.htm,,,2001-06-25,,,衆先議,衆継続,,,,,,,,,,2001-09-27,厚生労働委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,56,政治資金規正法等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151056.htm,,,2001-06-27,,,衆先議,衆継続,,,,,,,,,,2001-09-27,政治倫理の確立及び公職選挙法改正に関する特別委員会,2001-12-06,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,57,道路交通法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151057.htm,,,2001-06-27,,,衆先議,衆継続,,,,,,,,,,2001-09-27,内閣委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,58,国家公務員法及び自衛隊法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151058.htm,,,2001-06-27,,,衆先議,衆継続,,,,,,,,,,2001-09-27,総務委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,59,独立行政法人通則法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151059.htm,,,2001-06-27,,,衆先議,衆継続,,,,,,,,,,2001-09-27,総務委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,60,特殊法人の役員等の報酬等の規制に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151060.htm,,,2001-06-27,,,衆先議,衆継続,,,,,,,,,,2001-09-27,総務委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,61,日本銀行法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151061.htm,,,2001-06-27,,,衆先議,衆継続,,,,,,,,,,2001-09-27,財務金融委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,62,公職選挙法及び衆議院議員選挙区画定審議会設置法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151062.htm,,,2001-06-28,,,衆先議,衆継続,,,,,,,,,,2001-09-27,政治倫理の確立及び公職選挙法改正に関する特別委員会,2001-12-06,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,63,道路交通法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151063.htm,,,2001-06-28,,,衆先議,衆継続,,,,,,,,,,2001-09-27,内閣委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（衆法）,151,64,防衛省設置法案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15305151064.htm,,,2001-06-28,,,衆先議,衆継続,,,,,,,,,,2001-09-27,内閣委員会,2001-12-07,継続審査,2001-12-07,継続審査,,,,,
153,法律案（参法）,153,1,医療の信頼性の確保向上のための医療情報の提供の促進、医療に係る体制の整備等に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15307153001.htm,,,2001-09-27,,,本院先議,,2001-11-26,厚生労働委員会,,未了,,,,,,,,,,,,,,,,
153,法律案（参法）,153,2,育児休業、介護休業等育児又は家族介護を行う労働者の福祉に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15307153002.htm,,,2001-10-26,,,本院先議,,,,,,,,,,,,,,,,,,,,,
153,法律案（参法）,153,3,民法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/153/meisai/m15307153003.htm,,,2001-11-13,,,本院先議,,2001-12-04,法務委員会,2001-12-06,継続審査,2001-12-07,継続審査,全会一致,異議の有無,,,,,,,,,,,,
